109;60;249;226;land;false;plains;1
110;242;148;249;land;false;plains;1
111;76;252;245;land;true;plains;1
112;240;145;217;land;false;plains;1
113;202;141;204;land;false;plains;1
114;238;209;203;land;false;plains;1
115;225;48;243;land;false;plains;1
116;121;236;166;land;false;plains;1
117;178;231;247;land;false;plains;1
118;202;200;198;land;false;plains;1
119;121;239;141;land;false;plains;1
120;183;112;246;land;false;plains;1
121;194;227;82;land;false;plains;1
122;216;165;129;land;false;plains;1
123;96;246;211;land;false;plains;1
124;248;170;124;land;false;plains;1
125;103;252;163;land;false;plains;1
126;156;199;219;land;false;plains;1
127;214;167;193;land;false;plains;1
128;194;201;197;land;false;plains;1
129;236;137;132;land;false;plains;1
130;180;145;238;land;false;plains;1
131;155;172;235;land;false;plains;1
132;224;240;166;land;true;plains;1
133;243;66;210;land;false;plains;1
134;232;234;67;land;false;plains;1
135;163;249;199;land;false;plains;1
136;219;218;220;land;false;plains;1
137;174;235;199;land;false;plains;1
138;235;130;207;land;false;plains;1
139;252;148;166;land;false;plains;1
140;250;80;184;land;false;plains;1
141;252;191;122;land;false;plains;1
142;176;191;173;land;false;plains;1
143;133;195;200;land;false;plains;1
144;207;107;219;land;false;plains;1
145;237;207;97;land;false;plains;1
146;213;102;224;land;false;plains;1
147;215;211;179;land;false;plains;1
148;117;181;223;land;true;plains;1
149;253;213;100;land;false;plains;1
150;164;223;193;land;false;plains;1
151;173;254;230;land;false;plains;1
152;240;230;216;land;false;plains;1
153;242;214;168;land;true;plains;1
154;190;183;226;land;false;plains;1
155;154;224;227;land;false;plains;1
156;249;233;156;land;false;plains;1
157;205;231;83;land;false;plains;1
158;226;224;126;land;true;plains;1
159;97;221;189;land;false;plains;1
160;105;240;251;land;false;plains;1
161;216;188;171;land;false;plains;1
162;232;220;132;land;false;plains;1
163;234;241;165;land;false;plains;1
164;206;128;235;land;false;plains;1
165;170;212;126;land;false;plains;1
166;244;62;215;land;false;plains;1
167;243;220;178;land;true;plains;1
168;125;218;213;land;false;plains;1
169;232;238;100;land;false;plains;1
170;182;175;245;land;false;plains;1
171;228;54;231;land;false;plains;1
172;239;171;142;land;false;plains;1
173;186;135;197;land;false;plains;1
174;127;202;230;land;false;plains;1
175;240;166;223;land;true;plains;1
176;81;201;233;land;false;plains;1
177;242;152;237;land;true;plains;1
178;234;175;172;land;false;plains;1
179;239;189;238;land;false;plains;1
180;223;159;251;land;false;plains;1
181;151;228;148;land;false;plains;1
182;250;222;240;land;false;plains;1
183;113;184;254;land;false;plains;1
184;218;239;218;land;false;plains;1
185;200;108;223;land;true;plains;1
186;251;237;193;land;false;plains;1
187;173;129;213;land;false;plains;1
188;232;230;187;land;true;plains;1
189;80;207;221;land;false;plains;1
190;173;239;101;land;false;plains;1
191;220;200;132;land;false;plains;1
192;156;242;115;land;false;plains;1
193;210;197;182;land;false;plains;1
194;244;219;243;land;false;plains;1
195;246;125;159;land;false;plains;1
196;81;208;245;land;false;plains;1
197;249;187;161;land;false;plains;1
198;199;205;246;land;false;plains;1
199;132;207;179;land;false;plains;1
200;70;211;231;land;false;plains;1
201;225;231;99;land;false;plains;1
202;201;193;147;land;false;plains;1
203;241;183;97;land;false;plains;1
204;228;123;200;land;false;plains;1
205;249;198;176;land;false;plains;1
206;47;253;223;land;false;plains;1
207;200;185;119;land;false;plains;1
208;231;229;118;land;true;plains;1
209;247;180;118;land;false;plains;1
210;183;130;235;land;false;plains;1
211;223;136;175;land;true;plains;1
212;202;192;157;land;false;plains;1
213;150;230;180;land;false;plains;1
214;148;187;248;land;false;plains;1
215;217;136;169;land;false;plains;1
216;105;190;241;land;false;plains;1
217;246;221;240;land;false;plains;1
218;170;190;188;land;false;plains;1
219;140;233;200;land;false;plains;1
220;213;146;222;land;false;plains;1
221;240;131;226;land;false;plains;1
222;128;198;240;land;false;plains;1
223;193;165;235;land;false;plains;1
224;189;252;85;land;false;plains;1
225;254;210;210;land;false;plains;1
226;177;224;224;land;false;plains;1
227;131;235;191;land;false;plains;1
228;220;89;238;land;false;plains;1
229;131;220;186;land;false;plains;1
230;231;97;190;land;false;plains;1
231;135;187;182;land;false;plains;1
232;189;174;191;land;false;plains;1
233;188;129;206;land;true;plains;1
234;120;222;217;land;false;plains;1
235;132;237;254;land;false;plains;1
236;105;201;216;land;false;plains;1
237;236;134;153;land;true;plains;1
238;200;188;123;land;false;plains;1
239;165;241;254;land;false;plains;1
240;230;241;51;land;false;plains;1
241;111;242;251;land;false;plains;1
242;210;118;222;land;false;plains;1
243;222;194;248;land;true;plains;1
244;182;119;235;land;false;plains;1
245;231;203;179;land;true;plains;1
246;254;225;174;land;false;plains;1
247;233;179;196;land;false;plains;1
248;222;125;198;land;false;plains;1
249;237;56;235;land;false;plains;1
250;167;165;217;land;false;plains;1
251;191;239;125;land;false;plains;1
252;234;203;239;land;false;plains;1
253;170;246;150;land;false;plains;1
254;145;193;169;land;true;plains;1
255;242;186;94;land;false;plains;1
256;152;213;220;land;false;plains;1
257;155;249;153;land;false;plains;1
258;182;247;119;land;false;plains;1
259;177;248;109;land;false;plains;1
260;220;172;214;land;false;plains;1
261;253;219;157;land;false;plains;1
262;226;148;210;land;false;plains;1
263;251;150;103;land;false;plains;1
264;250;153;108;land;false;plains;1
265;231;188;251;land;false;plains;1
266;140;229;219;land;false;plains;1
267;59;254;230;land;false;plains;1
268;141;195;220;land;false;plains;1
269;214;213;209;land;false;plains;1
270;229;141;185;land;true;plains;1
271;201;149;183;land;false;plains;1
272;218;200;103;land;false;plains;1
273;218;134;229;land;false;plains;1
274;219;236;251;land;false;plains;1
275;195;132;245;land;false;plains;1
276;100;243;198;land;false;plains;1
277;253;248;112;land;false;plains;1
278;177;169;247;land;true;plains;1
279;135;147;241;land;false;plains;1
280;221;160;153;land;false;plains;1
281;217;201;222;land;false;plains;1
282;239;180;141;land;false;plains;1
283;124;216;164;land;false;plains;1
284;24;251;238;land;true;plains;1
285;166;242;242;land;false;plains;1
286;150;144;234;land;false;plains;1
287;157;121;245;land;false;plains;1
288;41;221;254;land;false;plains;1
289;156;174;214;land;false;plains;1
290;157;178;200;land;true;plains;1
291;127;176;222;land;false;plains;1
292;253;155;192;land;false;plains;1
293;171;225;197;land;false;plains;1
294;211;249;244;land;false;plains;1
295;191;141;228;land;false;plains;1
296;206;229;229;land;true;plains;1
297;190;247;186;land;false;plains;1
298;242;233;212;land;false;plains;1
299;192;234;240;land;false;plains;1
300;117;239;172;land;false;plains;1
301;87;221;230;land;true;plains;1
302;212;176;154;land;false;plains;1
303;71;216;223;land;false;plains;1
304;167;88;247;land;false;plains;1
305;222;170;136;land;false;plains;1
306;226;220;220;land;false;plains;1
307;237;62;248;land;false;plains;1
308;208;70;239;land;false;plains;1
309;220;159;196;land;false;plains;1
310;181;202;245;land;false;plains;1
311;118;185;236;land;false;plains;1
312;114;190;250;land;true;plains;1
313;242;126;166;land;false;plains;1
314;198;205;191;land;false;plains;1
315;210;132;219;land;false;plains;1
316;203;213;205;land;false;plains;1
317;179;199;150;land;false;plains;1
318;234;167;172;land;false;plains;1
319;254;51;243;land;false;plains;1
320;220;96;243;land;false;plains;1
321;173;240;132;land;false;plains;1
322;94;243;188;land;false;plains;1
323;224;179;235;land;false;plains;1
324;231;213;123;land;false;plains;1
325;229;156;162;land;false;plains;1
326;244;197;172;land;false;plains;1
327;145;153;210;land;false;plains;1
328;171;171;196;land;true;plains;1
329;235;146;126;land;false;plains;1
330;146;205;233;land;false;plains;1
331;254;127;219;land;false;plains;1
332;231;252;158;land;false;plains;1
333;91;209;218;land;false;plains;1
334;251;204;224;land;false;plains;1
335;155;206;216;land;true;plains;1
336;180;238;117;land;false;plains;1
337;250;190;223;land;false;plains;1
338;215;43;250;land;false;plains;1
339;231;241;67;land;false;plains;1
340;179;161;192;land;false;plains;1
341;133;238;240;land;false;plains;1
342;225;151;200;land;false;plains;1
343;217;159;175;land;false;plains;1
344;198;140;174;land;false;plains;1
345;246;128;142;land;false;plains;1
346;113;215;207;land;true;plains;1
347;81;247;213;land;false;plains;1
348;143;208;159;land;false;plains;1
349;205;173;200;land;false;plains;1
350;221;231;130;land;false;plains;1
351;253;181;98;land;false;plains;1
352;203;220;112;land;true;plains;1
353;248;224;80;land;false;plains;1
354;121;202;197;land;true;plains;1
355;189;137;179;land;false;plains;1
356;202;214;108;land;true;plains;1
357;244;212;128;land;false;plains;1
358;105;161;239;land;false;plains;1
359;194;115;226;land;false;plains;1
360;169;205;144;land;false;plains;1
361;128;206;174;land;false;plains;1
362;156;229;180;land;false;plains;1
363;205;218;105;land;false;plains;1
364;211;169;164;land;false;plains;1
365;119;222;240;land;false;plains;1
366;121;246;198;land;false;plains;1
367;119;229;247;land;true;plains;1
368;174;203;172;land;false;plains;1
369;105;184;240;land;true;plains;1
370;57;215;236;land;false;plains;1
371;178;240;231;land;false;plains;1
372;189;212;155;land;true;plains;1
373;189;237;118;land;false;plains;1
374;163;157;186;land;false;plains;1
375;252;215;172;land;false;plains;1
376;194;147;197;land;false;plains;1
377;219;241;193;land;false;plains;1
378;135;144;247;land;true;plains;1
379;226;236;143;land;false;plains;1
380;246;174;163;land;true;plains;1
381;231;234;63;land;false;plains;1
382;176;190;226;land;false;plains;1
383;234;236;132;land;false;plains;1
384;132;167;225;land;false;plains;1
385;219;195;169;land;true;plains;1
386;233;146;183;land;false;plains;1
387;139;244;226;land;false;plains;1
388;209;148;159;land;false;plains;1
389;163;105;252;land;true;plains;1
390;111;248;209;land;false;plains;1
391;237;224;101;land;false;plains;1
392;193;195;192;land;false;plains;1
393;226;141;191;land;false;plains;1
394;189;236;107;land;false;plains;1
395;223;231;213;land;true;plains;1
396;244;105;193;land;false;plains;1
397;211;218;143;land;false;plains;1
398;145;204;159;land;false;plains;1
399;185;200;116;land;false;plains;1
400;184;212;190;land;false;plains;1
401;110;210;246;land;true;plains;1
402;245;197;140;land;false;plains;1
403;104;150;252;land;false;plains;1
404;164;233;125;land;false;plains;1
405;130;192;221;land;false;plains;1
406;226;180;135;land;false;plains;1
407;232;223;108;land;false;plains;1
408;198;215;172;land;false;plains;1
409;166;232;109;land;false;plains;1
410;123;191;200;land;false;plains;1
411;202;215;232;land;false;plains;1
412;250;63;202;land;false;plains;1
413;229;110;202;land;false;plains;1
414;244;126;243;land;true;plains;1
415;170;225;183;land;false;plains;1
416;77;236;202;land;false;plains;1
417;209;246;64;land;false;plains;1
418;155;249;227;land;false;plains;1
419;136;231;226;land;false;plains;1
420;190;211;159;land;false;plains;1
421;211;157;181;land;true;plains;1
422;204;251;222;land;false;plains;1
423;220;121;176;land;false;plains;1
424;248;187;103;land;false;plains;1
425;97;218;223;land;false;plains;1
426;214;140;195;land;false;plains;1
427;233;247;35;land;false;plains;1
428;143;242;182;land;false;plains;1
429;221;210;200;land;false;plains;1
430;190;223;210;land;false;plains;1
431;190;240;153;land;false;plains;1
432;154;206;159;land;false;plains;1
433;182;232;189;land;false;plains;1
434;142;134;243;land;false;plains;1
435;209;129;249;land;false;plains;1
436;156;128;247;land;false;plains;1
437;122;231;229;land;false;plains;1
438;241;91;206;land;false;plains;1
439;243;234;56;land;false;plains;1
440;206;118;210;land;false;plains;1
441;155;148;217;land;false;plains;1
442;210;192;113;land;false;plains;1
443;234;96;228;land;true;plains;1
444;217;238;116;land;false;plains;1
445;155;124;240;land;false;plains;1
446;228;217;237;land;true;plains;1
447;194;210;125;land;false;plains;1
448;118;223;160;land;false;plains;1
449;223;243;155;land;false;plains;1
450;201;138;206;land;false;plains;1
451;206;178;214;land;false;plains;1
452;181;179;147;land;false;plains;1
453;205;226;192;land;true;plains;1
454;156;139;214;land;false;plains;1
455;225;217;140;land;false;plains;1
456;146;185;214;land;false;plains;1
457;192;177;144;land;false;plains;1
458;235;249;202;land;false;plains;1
459;242;224;209;land;false;plains;1
460;187;237;225;land;true;plains;1
461;113;223;187;land;false;plains;1
462;221;241;139;land;false;plains;1
463;152;189;178;land;false;plains;1
464;238;147;221;land;false;plains;1
465;249;81;210;land;false;plains;1
466;224;179;98;land;false;plains;1
467;234;118;240;land;false;plains;1
468;241;120;201;land;false;plains;1
469;241;218;208;land;false;plains;1
470;241;250;61;land;true;plains;1
471;197;181;201;land;false;plains;1
472;245;245;182;land;false;plains;1
473;190;200;193;land;false;plains;1
474;246;253;126;land;false;plains;1
475;166;201;227;land;false;plains;1
476;179;248;104;land;false;plains;1
477;164;146;226;land;false;plains;1
478;120;234;237;land;true;plains;1
479;150;213;200;land;false;plains;1
480;136;217;148;land;false;plains;1
481;170;235;167;land;false;plains;1
482;167;238;209;land;false;plains;1
483;112;195;224;land;false;plains;1
484;223;227;192;land;false;plains;1
485;233;232;113;land;false;plains;1
486;218;160;230;land;false;plains;1
487;141;144;221;land;true;plains;1
488;125;210;236;land;false;plains;1
489;245;192;237;land;false;plains;1
490;244;228;221;land;false;plains;1
491;246;188;74;land;false;plains;1
492;187;178;158;land;false;plains;1
493;206;205;131;land;false;plains;1
494;200;244;243;land;false;plains;1
495;252;83;167;land;false;plains;1
496;242;166;152;land;false;plains;1
497;164;160;194;land;false;plains;1
498;239;241;194;land;false;plains;1
499;225;212;121;land;false;plains;1
500;96;232;220;land;false;plains;1
501;206;232;160;land;false;plains;1
502;249;161;225;land;false;plains;1
503;157;149;214;land;true;plains;1
504;228;219;173;land;false;plains;1
505;213;218;151;land;false;plains;1
506;128;208;225;land;false;plains;1
507;162;237;187;land;false;plains;1
508;191;118;210;land;true;plains;1
509;230;150;193;land;true;plains;1
510;241;66;198;land;true;plains;1
511;226;205;93;land;false;plains;1
512;145;214;252;land;false;plains;1
513;196;116;207;land;false;plains;1
514;253;203;69;land;true;plains;1
515;172;170;223;land;false;plains;1
516;73;199;235;land;false;plains;1
517;167;186;157;land;false;plains;1
518;227;215;227;land;false;plains;1
519;236;228;81;land;false;plains;1
520;243;139;165;land;false;plains;1
521;236;58;241;land;true;plains;1
522;158;211;140;land;false;plains;1
523;177;125;254;land;false;plains;1
524;241;140;161;land;false;plains;1
525;252;120;219;land;false;plains;1
526;249;157;109;land;true;plains;1
527;245;152;125;land;false;plains;1
528;188;214;149;land;false;plains;1
529;39;250;224;land;false;plains;1
530;245;30;249;land;false;plains;1
531;246;155;220;land;true;plains;1
532;244;167;173;land;true;plains;1
533;252;41;252;land;false;plains;1
534;158;156;200;land;false;plains;1
535;144;240;136;land;true;plains;1
536;172;156;252;land;false;plains;1
537;241;138;233;land;false;plains;1
538;228;137;141;land;false;plains;1
539;242;253;149;land;false;plains;1
540;204;204;128;land;false;plains;1
541;203;236;254;land;false;plains;1
542;176;209;172;land;false;plains;1
543;89;240;183;land;false;plains;1
544;190;129;253;land;false;plains;1
545;199;243;217;land;true;plains;1
546;181;81;247;land;false;plains;1
547;249;220;220;land;false;plains;1
548;216;215;204;land;false;plains;1
549;252;161;100;land;false;plains;1
550;109;247;249;land;false;plains;1
551;212;146;239;land;false;plains;1
552;120;243;236;land;false;plains;1
553;237;181;105;land;false;plains;1
554;233;152;191;land;false;plains;1
555;147;246;142;land;true;plains;1
556;227;171;220;land;false;plains;1
557;126;220;162;land;true;plains;1
558;250;201;124;land;false;plains;1
559;101;253;153;land;false;plains;1
560;36;244;234;land;false;plains;1
561;195;133;243;land;false;plains;1
562;171;250;228;land;true;plains;1
563;195;202;222;land;false;plains;1
564;207;117;212;land;false;plains;1
565;145;218;156;land;true;plains;1
566;250;226;176;land;false;plains;1
567;107;227;251;land;false;plains;1
568;247;208;236;land;false;plains;1
569;47;247;235;land;true;plains;1
570;112;250;142;land;false;plains;1
571;241;98;195;land;false;plains;1
572;188;252;81;land;false;plains;1
573;212;254;174;land;true;plains;1
574;111;233;254;land;false;plains;1
575;173;247;183;land;false;plains;1
576;211;100;190;land;false;plains;1
577;48;252;252;land;false;plains;1
578;162;166;233;land;false;plains;1
579;119;177;215;land;false;plains;1
580;197;237;79;land;false;plains;1
581;186;216;127;land;false;plains;1
582;239;68;250;land;false;plains;1
583;252;162;144;land;false;plains;1
584;213;243;112;land;false;plains;1
585;117;213;219;land;false;plains;1
586;208;138;244;land;false;plains;1
587;222;135;175;land;false;plains;1
588;154;189;178;land;false;plains;1
589;246;19;247;land;false;plains;1
590;87;242;235;land;false;plains;1
591;184;227;172;land;false;plains;1
592;103;221;191;land;false;plains;1
593;253;123;135;land;false;plains;1
594;224;127;193;land;false;plains;1
595;92;192;253;land;false;plains;1
596;79;191;246;land;false;plains;1
597;244;156;194;land;false;plains;1
598;135;197;184;land;false;plains;1
599;219;218;190;land;false;plains;1
600;193;191;220;land;false;plains;1
601;206;205;143;land;false;plains;1
602;131;225;206;land;false;plains;1
603;157;248;122;land;true;plains;1
604;222;244;254;land;true;plains;1
605;176;219;192;land;false;plains;1
606;212;250;184;land;false;plains;1
607;240;216;230;land;false;plains;1
608;194;124;234;land;false;plains;1
609;104;195;220;land;true;plains;1
610;183;185;229;land;false;plains;1
611;229;176;135;land;false;plains;1
612;250;91;196;land;false;plains;1
613;96;249;200;land;false;plains;1
614;233;191;184;land;false;plains;1
615;233;233;168;land;false;plains;1
616;237;133;181;land;false;plains;1
617;247;72;247;land;false;plains;1
618;98;180;242;land;false;plains;1
619;251;9;249;land;false;plains;1
620;168;200;207;land;false;plains;1
621;223;241;223;land;false;plains;1
622;226;142;232;land;true;plains;1
623;138;241;134;land;false;plains;1
624;244;172;243;land;false;plains;1
625;238;253;167;land;false;plains;1
626;241;155;178;land;false;plains;1
627;218;155;208;land;false;plains;1
628;162;226;236;land;true;plains;1
629;236;138;156;land;false;plains;1
630;234;150;121;land;true;plains;1
631;227;207;111;land;false;plains;1
632;234;181;134;land;false;plains;1
633;252;97;211;land;false;plains;1
634;195;218;98;land;false;plains;1
635;202;167;208;land;false;plains;1
636;234;206;106;land;false;plains;1
637;101;196;244;land;false;plains;1
638;237;235;72;land;false;plains;1
639;191;210;225;land;false;plains;1
640;168;187;177;land;false;plains;1
641;162;228;195;land;false;plains;1
642;231;246;248;land;false;plains;1
643;86;232;254;land;false;plains;1
644;227;121;157;land;false;plains;1
645;173;229;252;land;false;plains;1
646;125;203;237;land;false;plains;1
647;242;235;75;land;true;plains;1
648;229;210;233;land;false;plains;1
649;234;249;42;land;false;plains;1
650;242;78;225;land;true;plains;1
651;248;214;169;land;false;plains;1
652;232;147;164;land;false;plains;1
653;227;128;164;land;false;plains;1
654;173;225;160;land;false;plains;1
655;191;219;204;land;true;plains;1
656;254;85;251;land;false;plains;1
657;215;238;135;land;false;plains;1
658;213;74;224;land;false;plains;1
659;73;228;204;land;false;plains;1
660;210;227;81;land;true;plains;1
661;166;166;254;land;false;plains;1
662;254;241;195;land;false;plains;1
663;174;228;149;land;false;plains;1
664;189;190;132;land;false;plains;1
665;233;120;178;land;false;plains;1
666;191;229;187;land;false;plains;1
667;218;139;194;land;false;plains;1
668;253;246;136;land;false;plains;1
669;190;189;239;land;true;plains;1
670;168;183;203;land;false;plains;1
671;195;167;147;land;false;plains;1
672;174;246;182;land;false;plains;1
673;167;135;236;land;false;plains;1
674;217;162;169;land;false;plains;1
675;209;160;191;land;true;plains;1
676;196;171;147;land;false;plains;1
677;253;221;96;land;false;plains;1
678;85;248;214;land;false;plains;1
679;181;169;232;land;false;plains;1
680;127;248;131;land;false;plains;1
681;92;194;235;land;true;plains;1
682;127;197;178;land;false;plains;1
683;170;184;217;land;false;plains;1
684;244;84;180;land;false;plains;1
685;168;251;136;land;false;plains;1
686;107;210;230;land;false;plains;1
687;153;232;124;land;false;plains;1
688;216;54;241;land;false;plains;1
689;207;188;125;land;false;plains;1
690;226;69;250;land;false;plains;1
691;175;176;239;land;false;plains;1
692;160;230;153;land;false;plains;1
693;247;169;221;land;false;plains;1
694;51;240;210;land;true;plains;1
695;207;149;190;land;false;plains;1
696;165;229;167;land;false;plains;1
697;202;225;121;land;false;plains;1
698;253;89;212;land;false;plains;1
699;111;250;236;land;false;plains;1
700;236;198;254;land;false;plains;1
701;234;201;161;land;false;plains;1
702;216;160;215;land;false;plains;1
703;139;173;193;land;false;plains;1
704;244;221;189;land;false;plains;1
705;202;169;217;land;false;plains;1
706;30;234;237;land;false;plains;1
707;140;225;227;land;false;plains;1
708;230;190;164;land;false;plains;1
709;157;221;231;land;false;plains;1
710;148;253;160;land;false;plains;1
711;182;171;236;land;false;plains;1
712;216;202;194;land;false;plains;1
713;249;254;243;land;false;plains;1
714;174;234;187;land;false;plains;1
715;199;196;117;land;false;plains;1
716;185;224;184;land;false;plains;1
717;200;246;127;land;false;plains;1
718;243;221;88;land;true;plains;1
719;141;223;141;land;false;plains;1
720;211;192;138;land;false;plains;1
721;229;239;193;land;false;plains;1
722;152;190;201;land;false;plains;1
723;250;79;217;land;false;plains;1
724;203;211;231;land;false;plains;1
725;234;182;163;land;false;plains;1
726;248;165;168;land;false;plains;1
727;246;110;175;land;false;plains;1
728;146;129;241;land;false;plains;1
729;154;224;165;land;true;plains;1
730;211;229;211;land;false;plains;1
731;218;177;216;land;false;plains;1
732;155;249;179;land;false;plains;1
733;208;118;183;land;true;plains;1
734;158;173;250;land;false;plains;1
735;218;177;114;land;true;plains;1
736;137;238;201;land;false;plains;1
737;214;210;212;land;true;plains;1
738;217;126;176;land;false;plains;1
739;158;178;206;land;false;plains;1
740;175;218;135;land;false;plains;1
741;105;195;226;land;false;plains;1
742;245;150;149;land;false;plains;1
743;220;128;190;land;false;plains;1
744;212;218;138;land;false;plains;1
745;214;212;211;land;false;plains;1
746;243;188;190;land;true;plains;1
747;163;183;227;land;false;plains;1
748;235;148;162;land;false;plains;1
749;221;247;205;land;false;plains;1
750;224;169;170;land;false;plains;1
751;247;124;225;land;false;plains;1
752;218;159;211;land;false;plains;1
753;112;235;248;land;false;plains;1
754;190;192;133;land;false;plains;1
755;171;237;196;land;false;plains;1
756;188;195;238;land;false;plains;1
757;134;210;191;land;false;plains;1
758;225;227;228;land;true;plains;1
759;248;132;141;land;false;plains;1
760;160;231;138;land;false;plains;1
761;205;162;243;land;true;plains;1
762;246;151;197;land;false;plains;1
763;213;73;246;land;false;plains;1
764;183;224;151;land;false;plains;1
765;243;101;221;land;false;plains;1
766;208;219;226;land;false;plains;1
767;241;225;175;land;false;plains;1
768;136;221;172;land;false;plains;1
769;250;229;240;land;false;plains;1
770;253;163;137;land;false;plains;1
771;185;134;233;land;false;plains;1
772;138;234;196;land;false;plains;1
773;213;163;219;land;true;plains;1
774;137;196;230;land;false;plains;1
775;223;131;169;land;false;plains;1
776;198;94;251;land;false;plains;1
777;130;190;197;land;false;plains;1
778;236;81;195;land;false;plains;1
779;191;252;176;land;false;plains;1
780;250;79;179;land;false;plains;1
781;189;123;196;land;true;plains;1
782;206;214;236;land;false;plains;1
783;182;215;132;land;false;plains;1
784;108;225;208;land;false;plains;1
785;87;217;228;land;false;plains;1
786;240;114;165;land;false;plains;1
787;219;238;88;land;false;plains;1
788;243;136;139;land;false;plains;1
789;251;215;74;land;false;plains;1
790;238;157;141;land;false;plains;1
791;237;94;175;land;false;plains;1
792;99;184;252;land;true;plains;1
793;100;241;175;land;false;plains;1
794;239;198;254;land;false;plains;1
795;221;197;249;land;false;plains;1
796;236;246;238;land;false;plains;1
797;215;241;72;land;false;plains;1
798;222;108;186;land;false;plains;1
799;246;175;213;land;false;plains;1
800;127;239;193;land;false;plains;1
801;227;186;125;land;false;plains;1
802;209;203;165;land;false;plains;1
803;243;25;235;land;false;plains;1
804;227;245;92;land;false;plains;1
805;119;239;232;land;false;plains;1
806;198;205;243;land;false;plains;1
807;211;110;197;land;false;plains;1
808;239;96;187;land;false;plains;1
809;183;201;195;land;true;plains;1
810;246;12;247;land;true;plains;1
811;105;191;205;land;false;plains;1
812;107;209;187;land;false;plains;1
813;225;168;229;land;false;plains;1
814;193;109;220;land;true;plains;1
815;228;148;166;land;false;plains;1
816;153;210;183;land;false;plains;1
817;42;215;247;land;false;plains;1
818;192;225;166;land;false;plains;1
819;142;166;226;land;false;plains;1
820;213;177;224;land;false;plains;1
821;244;216;210;land;false;plains;1
822;133;251;164;land;false;plains;1
